data,label
目前已形成年产四千吨的生产能力,1
一九九七年,0
该厂共生产茅台酒四千四百余吨,1
销售收入超过五亿元人民币,1
实现利税三点七亿人民币,1
均为历史最好水平,1
产于中国西南贵州省北部赤水河谷地带的茅台酒,0
以酿制工艺十分独特而知名,1
它所取用的水取自流经朱砂土质的赤水河,1
原料则选用当地特产高梁及优质小麦等,1
在端午至重阳节之间酿制,1
共需经过两次投料,0
七次蒸馏,0
八次发酵、九次蒸煮,0
历时十月酿成后,1
还须放入特制的陶土酒坛中密封贮存三年以上,1
最后由经验丰富的老酒师精心勾兑而成,1
而令其更加出名的则是因为新中国老一代领导人曾用茅台酒招待美国前总统尼克松、日本前首相田中角荣等贵宾,1
他说,0
在中央人民政府和外交部领导下,0
半年来,1
公署协助特区政府的代表作为中国政府代表团的成员参加了近三十个国际会议；向特区政府转交了中央给特区政府的多项授权书；同意特区政府在六个领域中与三十多个国家谈判四十多个双边协定的文本；向特区政府提供适用于香港的二百多个国际条约的清单,1
并帮助特区政府解决涉及国际权利和义务方面的法律问题；协助特区政府实施联合国安理会的十一项制裁决议；协助特区政府组织世界银行年会和国际货币基金组织年会的筹备工作；在接待外国元首访港和特区政府领导人出访方面给予配合和支持,1
马毓真认为,0
公署的这些工作有利于保持香港国际金融、贸易、航运、旅游、信息中心的地位,1
有利于提高香港在国际上的地位,1
有利于香港发展对外关系,1
他说,0
公署还积极配合中国驻外使领馆,1
密切与特区政府有关部门联系与合作,1
协助处理了七起较大的涉及香港居民利益和生命安全的突发性事件,1
如金边空难、菲律宾游船翻船案、香港渔船被菲律宾和日本扣留案,1
以及金边军事冲突等；此外,0
还处理了九十余起其它领事保护案件,1
在处理领事保护案件过程中,0
公署及时将中国驻外使领馆官员提供的涉及香港居民的情况转告特区政府,1
并将其家属的有关要求及时反馈给中国驻外使领馆及当事人,1
马毓真强调,0
根据基本法有关规定,0
特区政府在对外事务方面享有广泛的授权,1
在这些经授权的对外事务方面,0
公署严格遵守基本法的规定,1
只向特区政府提供支持和协助,1
起协调和联络的作用,1
具体事务的处理完全由特区政府负责,1
他表示,0
保护香港居民在海外的合法权益是公署工作的重要组成部分,1
今后公署将进一步加强与各方面的沟通和联系,1
提高领事服务和保护的效率和质量,1
更好地维护海外香港居民的合法权益,1
他说,0
明年经济体制改革的主要任务是：坚持社会主义市场经济的改革方向,1
进一步调整和完善所有制结构,1
加快国有企业建立现代企业制度步伐,1
大力推进国有经济战略性改组；加快结构调整,1
妥善安置分流富余人员,1
实施再就业工程；深化金融体制改革,1
继续加强和改善宏观调控；推进粮棉流通体制改革,1
积极发展农业产业化经营；积极推进机构改革,1
转变政府管理经济方式,1
探索国有资产管理、监督和营运体制；深化社会保障和住房制度改革；着力搞好城市综合配套改革,1
力争在建立新体制方面取得实质性进展,1
李铁映说,0
明年中国深化国有企业改革的重点是整体推进,1
以公司制为主要形式,1
进行旨在建立现代企业制度的全面制度创新,1
中国政府最近提出,0
要用三年左右的时间,1
通过改革、改组、改造和加强管理,1
使大多数国有大中型亏损企业摆脱困境,1
力争到本世纪末使大多数国有大中型骨干企业初步建立现代企业制度,1
目前,0
国务院正在研究制定三年国有企业改革的具体规划和政策,1
李铁映指出,1
中国将积极推进以“抓大放小”为主要内容的国有企业战略性改组，在将国有企业改建为投资主体多元、股权结构合理的有限公司和股份公司时，在以资本为纽带构造母子公司体制，理顺集团内部关系时，都要防止行政方式的“拉郎配”、“归大堆”,1
要鼓励通过收购、兼并、联合,1
发展一批工技贸相结合跨地区、跨行业、跨所有制和跨国经营的大公司、大集团,1
据统计,0
目前中国共有国有企业三十多万家,1
其中国有大中型企业一万四千五百多家,1
近一段时期,0
中国国有企业改革的力度明显加大,1
企业间的收购、兼并、“强强联合”形成了一定的规模,1
李铁映说,0
住房制度改革要着眼于建立福利分配货币化的新机制,1
加快住房实物分配向货币分配转变的进程,1
在谈到农村体制改革时,0
李铁映强调,0
要坚持家庭联产承包责任制长期不变,1
积极探索建立土地使用权有偿流转制度,1
促进土地规模经营；要通过改革,1
逐步建立国家宏观调控下中央和地方责权分明、适应社会主义市场经济需要、适合国情的粮食流通体制；要通过推行农业产业化经营,1
增加农民收入和地方财政收入,1
培育新的经济增长点,1
李铁映说,0
中国有决心、有信心实现到本世纪末初步建立社会主义市场经济体制的目标,1
对一些阻碍新体制建立的体制因素,0
将有计划地重点突破,1
以加速实现资源配置市场化,0
福利分配货币化,0
公共服务社会化,0
经济运行法制化,1
开创经济体制改革的新局面,1
在即将过去的一九九七年,0
深圳、珠海、汕头、厦门、海南五大经济特区积极增创新优势,1
培育新的经济增长点,1
整个经济保持了强劲增长的势头,1
为向新世纪迈进继续构筑雄厚的实力基础,1
深圳特区国民经济一九九七年继续呈现喜人的增长势头,1
全年国内生产总值可达一千一百三十亿元,1
比去年增长百分之十六；地方预算内财政收入一百四十亿元,1
增长百分之六点三,1
财政收支状况良好,1
金融运行平稳,1
房地产市场渐趋回暖,1
今年深圳特区利用地处开放前沿的独特优势,1
大力加强对外经贸合作,1
成效显著,1
利用外资趋向多元化,1
大批特区企业走向国际资本市场直接融资,1
全年实际利用外资预计可达二十八亿美元,1
增长百分之十五点六,1
深圳外贸出口迅速回升,1
远洋贸易和机电出口比重提高,1
全市今年工业总产值预计达一千二百五十五亿元,1
增长百分之十七点五,1
香港回归后,0
深港两地经贸关系得到加强,1
深港西部通道等三大基础设施衔接项目目前进展顺利,1
随着一批大型基础设施项目建设的展开和陆续投入使用,1
珠海为跨世纪经济发展而构筑的立体交通框架已初具规模：广珠铁路已全面动工,1
京珠等高速公路建设紧锣密鼓地进行,1
珠海机场和珠海港已投入营运,1
经营状况良好；还有一批大型基础设施及其配套工程正在加紧筹建,1
珠海投资环境日臻完善,1
为国际财团投资提供了广阔的空间,1
美国的美孚、埃索、阿莫科,0
荷兰的壳牌,0
日本的岩谷,0
香港的长江实业等一批财团纷纷到珠海落户,1
据统计,0
今年头十一个月,0
珠海新批利用外资合同三百零一项,1
合同投资金额二十四点六亿美元,1
实际利用外资八点八九亿美元,1
比去年同期增长百分之十一点九,1
以海港、空港为中心,0
铁路、高速公路、跨海大桥为骨架的海陆空现代化交通体系的建立和完善,1
使汕头特区的区位优势日益明显,1
到今年年底,0
全市港口码头五千吨以上泊位达到二十六个,1
其中万吨级以上泊位八个,1
年综合吞吐能力二千一百一十二万吨,1
汕头机场开通国际国内航线四十四条,1
旅客吞吐量在全国民航系统居十一位,1
程控电话总容量达七十七点八一万门,1
移动电话平均每十人一部；今年八月国际海底光缆汕头登陆站奠基,1
预示着这里成为国际通信网络的重要节点,1
区位优势的变化促进了开放格局的变化,1
目前,0
汕头市累计批准利用外资合同一万二千五百二十二宗,1
实际利用外资五十一亿多美元,1
有四千七百五十六家三资企业投产、开业,1
今年前三个季度,0
全市新签外商直接投资项目一百四十八个,1
实际利用外资七点一六亿美元；全市出口总值三十点三二亿美元,1
比去年同期增长百分之八十四点三,1
进口总值二十一点八亿美元,1
同比增百分之三十点二,1
厦门港今年成为海峡两岸直航试点港后,1
货物运输被注入了新的生机和活力,1
立荣、万海等台湾大船务公司纷纷开通至厦门港的班轮,1
目前厦门港已拥有至日本、新加坡、韩国、美国、地中海等五条国际集装箱运输干线,1
形成了干支线相结合的集装箱航运体系,1
厦门市今年外贸进出口保持了稳步增长的态势,1
一至十月进出口总额六十四点一亿美元,1
增长百分之十三点六,1
其中出口和进口分别达三十五点二亿美元和二十八点九亿美元,1
均增长百分之十三点六,1
预计全年外贸进出口总额七十七亿美元,1
增长百分之十六点零,1
其中出口四十二亿美元,1
增长百分之十三点五,1
今年前十个月厦门市国有企业出口十六点三七亿美元,1
增长百分之二十三点六,1
并呈现出较强的增长后劲,1
海南特区经济今年以来在结构调整中实现了稳定健康发展,1
预计全年经济增长速度达到百分之六点七,1
比去年提高一点九个百分点,1
海南特区继续贯彻结构调整方针,1
大力促进新兴工业省、热带高效农业基地和海岛旅游胜地的建设,1
新兴产业经济格局显露出强劲发展势头,1
预计全省乡及乡以上工业累计完成销售产值二百三十亿元,1
比去年增长百分之十六,1
工业经济总体效益回升,1
独立核算工业企业实现利润增加,1
农业在稳定粮食种植面积,0
提高单产的同时,0
着力调整、优化经济结构,1
热带水果、瓜菜和畜牧、水产等优势产业进一步获得发展,1
粮食、水果、瓜菜、干胶产量均达到或超过历史最好水平,1
独具特色的海岛旅游业发展迅猛,1
全年来琼旅游的游客达到七百九十万人次,1
旅游收入五十五亿元,1
比去年增长百分之十点二九,1
中国化工行业克服上半年出现的全行业亏损局面,1
全年完成工业总产值二千七百八十亿元,1
增长速度为百分之八,1
继续保持稳定增长,1
记者从今天在京召开的全国化工厅（局）长会议上了解到,0
中国化工行业六月份实现扭亏为盈,1
全年预计实现利税一百八十亿元,1
全国省区中,0
有二十七个省、自治区和直辖市化工总产值比去年有所增长,1
化学工业部部长顾秀莲在会议所作的主旨报告中指出,0
中国今年化工行业尽管面临多项减利因素、效益下滑的严峻形势,1
但以深化国有企业改革为突破口,1
较好完成了全年生产和建设任务,1
她介绍说,0
全行业全年生产化肥二千七百二十万吨,1
其中尿素产量为二千三百万吨,1
增长百分之十二,1
较好适应了农业发展需要,1
她说,0
化工重点项目建设进展较快,1
全年可完成化工固定资产投资三百一十八亿元,1
建成投产大中型化工项目十五个,1
她认为,0
化工国有企业改革取得较大进展,1
在股份制改造中,0
已有四十八家化工国有企市成为上市公司,1
筹措资金一百五十亿元,1
盘活了存量资产,1
她特别强调,0
今年化工进出口贸易进一步扩大,1
化工出口可望实现一百五十亿美元,1
同比增长百分之二十一,1
全年进出口总额可达三百四十亿美元,1
比去年增长百分之十点七,1
她说,0
化工行业一九九八年总产值可达到三千亿元,1
继续保持百分之八的增长,1
化工出口额力争达到一百六十亿美元,1
化工产品产销率力争达到百分之九十七,1
经过十多年的建设,0
宁波北仑港已拥有二点五万吨至二十五万吨的码头十六座,1
成为中国最大的深水泊位群,1
港口的发展带动了北仑港畔原是封闭半封闭自给自足的农村经济向华东重化工基地、重要贸易口岸和浙江省最大出口加工区发展,1
港口优势和宁波开发区的开放政策的双重效应,0
受到了国际大公司的青睐,1
一九九三年以后,0
一千万美元以上的大项目每年以十几个、二十几个的速度发展,1
总投资三十亿美元的美国协和石化项目,0
总投资超过二百亿元的北仑钢铁厂,0
投资规模亚洲同行第一的“兴洋毛毯”、中国国内规模最大的“正大粮油”、生产规模世界第一的“宁波麦芽”等大公司均落户此地,1
都是看中了北仑大港口的优势,1
北仑港的兴起,0
还带动了当地一些地方企业的发展,1
如宁波海天机械制造有限公司原来是一个不起眼的作坊,1
他们借助港口的便利条件,1
不断开发出口新品进入美国、西班牙、希腊、澳大利亚等二十多个国家,1
目前已成为中国特大注塑机专业制造公司,1
列中国机械部大中型企业综合指数百强之首,1
目前,0
宁波北仑区沿海二十公里黄金海岸的一百多平方公里的带状地段,0
已星罗棋布地矗立起投资一千万美元的大项目近七十个,1
形成一个以石化、钢铁为主导,0
电力、机械、电子、轻纺、建材、塑胶等多种产业辅助发展的新兴大工业经济带,1
本次洽谈会由国务院特区办公室与江苏、上海、天津、安徽、四川和陕西等省市主办,1
中国信息协会协办,0
陕西省人民政府承办,1
四川省和安徽省是首次参加,1
这是继今年举办的首届中国东西部投资与贸易洽谈会之后,0
陕西省第二次承办这一活动,1
洽谈会参会人数预计将超过万人,1
其中邀请海外客商、驻华机构代表约一千人,1
规模将超过以往,1
据介绍,0
项目洽谈、产权交易、商品贸易和技术合作是洽谈会的工作重点,1
洽谈会组委会常务副主任、陕西省副省长贾治邦说,0
本次洽谈会将本着“互利、合作、发展，把东西部合作全面推向二十一世纪”的原则,1
以突出东西部地区的横向联合与合作为主要内容,1
精选一批符合国家产业政策的合作项目,1
面向国内外市场招商,1
同时,0
西部地区还将拿出优势资源,1
吸引东部投资兴建原材料基地、联办资源开发与深加工以及劳动密集型项目,1
有关省市还将推出一批企业,1
积极促进东西部省际间的企业实施联合、兼并、收购、租赁、控股,1
在更大的范围内实现国有资产的优化重组和规模扩张,1
据介绍,0
在这三十多万家外资企业中,0
中外合资经营企业十八万二千零五十九家,1
占六成；中外合作经营企业四万四千零九十四家,1
约占百分之十五；外商独资企业七万六千一百六十一家,1
约占百分之二十五,1
目前,0
中国利用外商投资多元化格局已初步形成,1
资金来源于一百七十多个国家和地区,1
截至到今年九月底,0
按实际使用外资金额排序,0
在中国投资最多的前十位国家和地区依次是：香港、台湾、日本、美国、新加坡、韩国、英国、德国、维尔京群岛、法国,1
居前十位的这些国家和地区在中国的投资占全国实际使用外资金额的百分之九十一多,1
亚洲国家和地区是中国主要外资来源,1
来自香港、台湾、日本、韩国、东盟等国家和地区,0
投资额占全国利用外资总额的百分之八十五以上,1
其中香港仍是内地吸收外资的主要来源,1
占累计实际吸收外商投资的比重为百分之五十五以上,1
欧盟委员会于去年十一月通过了《欧盟对华新战略》,1
强调欧盟对华政策的全面性、独立性和长期性,1
表示要进一步促进双方在经贸、科技及发展援助等领域的交流与合作,1
日前,0
当记者在这里专访欧盟欧洲委员会驻华代表团团长魏根深大使,0
请他评价这一年来双方的合作成果时,1
他毫不迟疑地说：“欧盟同中国的政治关系、贸易关系以及在投资等方面的合作在一九九七年都取得了显著的发展,1
这位大使为论证他的结论所列举的事实是令人信服的：一年来,1
欧盟国家和中国有了比以往更频繁的高层互访；在国际事务中,0
欧盟同中国进行了很好的合作,1
例如,0
中国在欧亚会议的进程中发挥了非常积极的作用,1
欧盟国家领导人期待着明年四月在伦敦举行的第二次欧亚会议上同中国领导人会晤；在中国加入世界贸易组织的问题上,0
欧盟同中国进行了频繁而积极的对话,1
并取得了很大的进展；今年十月,0
欧盟委员会副主席布里坦爵士访华时同中国外经贸部部长吴仪也就中国加入世贸组织问题进行了非常有成果的对话,1
双方在一些原则性问题上达成了共识,1
目前欧盟同中国关于中国加入世贸组织的谈判已进入重要阶段,1
双方正积极进行这方面的对话；欧（盟）中贸易增长,1
欧盟对中国的实际投资也保持了增长的势头；欧盟委员会最近决定向欧盟部长理事会提议将中国从以前的“非市场经济国家”名单中排除,1
这表明欧盟认识到中国经济正在向市场经济发展；欧盟仍然是向中国提供高技术的最好供应方之一；一九九七年,0
欧盟在同中国的合作项目上所提供的援助资金超过六千五百万埃居（一埃居约合一点二美元）,1
是一九九四年的三倍,1
这位大使告诉记者,0
目前欧盟同中国正在进行的合作项目有三十个,1
双方还就许多新的项目签署了协议,1
他透露,0
欧盟在一九九八年同中国的合作项目上计划提供的资金将保持今年的水平,1
在谈到来年欧（盟）中关系前景时,0
魏根深大使说,0
一九九八年欧洲将有许多高级官员访问中国,1
他预计在未来的一年中,0
欧（盟）中政治关系将进一步加强,1
贸易和投资将继续增长,1
双方关于中国加入世贸组织的谈判将取得进一步的成果,1
任命戴光前为人事部副部长,1
王君为煤炭工业部副部长,1
张海涛为广播电影电视部副部长,1
史纪良为中国人民银行副行长,1
陈耕为中国石油天然气总公司副总经理,1
王永秋为驻旧金山总领事（大使衔）,1
霍淑珍为驻圣保罗总领事,1
陆琪为驻福冈总领事,1
安启光为驻卡拉奇总领事,1
李志国为驻迪拜总领事,1
刘峻岫为驻巴塞罗那总领事,1
王格武为驻蒂华纳总领事,1
免去俞晓松的国家经济贸易委员会副主任职务,1
张福森的司法部副部长职务,1
张柏林的人事部副部长职务,1
濮洪九的煤炭工业部副部长职务,1
刘习良、何栋材、杨伟光的广播电影电视部副部长职务,1
夏赞忠的新华通讯社副社长职务,1
李毅中的中国石油化工总公司副总经理职务,1
张轰的中国石油天然气总公司副总经理职务,1
宋增寿的驻旧金山总领事（大使衔）职务,1
谬启平的驻圣保罗总领事职务,1
吴从勇的驻福冈总领事职务,1
王修才的驻卡拉奇总领事职务,1
闻兆祥的驻迪拜总领事职务,1
许昌财的驻巴塞罗那总领事职务,1
麦国彦的驻蒂华纳总领事职务,1
中国拟出台多项新的优惠政策,1
以保证积极合理有效地利用外资,1
完善对外开放格局,1
国家计委有关部门介绍,0
为拓宽利用外资的渠道,1
中国将对于ＢＯＴ、项目融资、在海外发行股票等多种方式积极试点逐步开展,1
扩大与发达国家及广大发展中国家的合作,1
扩大对外开放领域,1
继续保险业、零售商业的利用外资试点,1
并在矿业资源开发、分销等行业推出新的利用外资政策,1
国家税务总局提供的信息表明,0
从明年开始,0
外商投资ＢＯＴ项目继续享受税收优惠,1
其优惠政策范围包括从事ＢＯＴ项目的投资企业和投资者个人,1
国务院特区办有关负责人表示,0
为鼓励外商到中西部地区进行投资,1
对中国产业政策中限制外商投资,0
但能发挥人力资源的项目,0
允许外商在中西部兴办,1
此外,0
中国将鼓励中外合资建设并经营公用码头泊位,1
允许外商独资建设货主码头及其专用航道,1
经批准,0
外国公司可在中国设立中外合资海运公司,1
外国海运公司可依据两国政府间海运协定,0
设立独资船务公司,1
据统计,0
到目前为止中国已累计批准外商投资企业逾三十万家,1
实际使用外资约二千亿美元,1
利用外资已占全社会固定资产投资的二成以上,1
据分析,0
由于企业改革的推进,0
中国对于外资的需求将随之增加,1
外商投资的行业也将日益扩大,1
新政策陆续出台,1
表明中国将积极引导外资的投向,1
达到合理利用外资的目的,1
今后一段时期,0
中国将鼓励外商投资农业新技术和土地资源综合开发以及水利、能源、交通、重要原材料、机械电子、矿业等基础产业和支柱产业,1
鼓励外商采用高新技术参予中国企业的技术改造,1
深圳特区今年全年国内生产总值可达一千一百三十亿元,1
比去年增长百分之十六；地方预算内财政收入一百四十亿元,1
增长百分之六点三,1
今年深圳全年实际利用外资预计可达二十八亿美元,1
增长百分之十五点六,1
香港回归后,0
深港两地经贸关系得到加强,1
深港西部通道等三大基础设施衔接项目目前进展顺利,1
深圳特区今年推进国有企业改革成效显著,1
全市今年工业总产值预计达一千二百五十五亿元,1
比去年增长百分之十七点五,1
珠海的立体交通框架已初具规模,1
投资环境日臻完善,1
美国的美孚、埃索、阿莫科,0
荷兰的壳牌,0
日本的岩谷,0
香港的长江实业等一批财团纷纷到珠海落户,1
据统计,0
今年头十一个月,0
珠海新批利用外资合同三百零一项,1
合同投资金额二十四点六亿美元,1
实际利用外资八点八九亿美元,1
比去年同期增长百分之十一点九,1
海陆空现代化交通体系的建立和完善,1
使汕头特区的区位优势日益明显,1
到今年年底,0
全市港口码头年综合吞吐能力达二千一百一十二万吨,1
汕头机场开通国际国内航线四十四条,1
程控电话总容量达七十七万多门,1
移动电话平均每十人一部,1
目前,0
汕头市累计批准利用外资合同一万二千多宗,1
实际利用外资五十一亿多美元,1
今年前三个季度,0
全市新签外商直接投资项目一百四十八个,1
实际利用外资七点一六亿美元；全市出口总值三十点三二亿美元,1
比去年同期增长百分之八十四点三,1
进口总值二十一点八亿美元,1
同比增百分之三十点二,1
厦门港今年成为海峡两岸直航试点港后,0
立荣、万海等台湾大船务公司纷纷开通至厦门港的班轮,1
目前厦门港已拥有至日本、新加坡、韩国、美国、地中海等五条国际集装箱运输干线,1
厦门市今年一至十月进出口总额六十四点一亿美元,1
增长百分之十三点六,1
其中出口和进口分别达三十五点二亿美元和二十八点九亿美元,1
均增长百分之十三点六,1
预计全年外贸进出口总额七十七亿美元,1
增长百分之十六,1
今年前十个月厦门市国有企业出口十六点三七亿美元,1
同比增长百分之二十三点六,1
海南特区经济今年预计全年经济增长速度达到百分之六点七,1
比去年提高一点九个百分点,1
今年预计全省乡及乡以上工业累计完成销售产值二百三十亿元,1
比去年增长百分之十六,1
农业进一步获得发展,1
粮食、水果、瓜菜、干胶产量均达到或超过历史最好水平,1
全年来琼旅游的游客达到七百九十万人次,1
旅游收入五十五亿元,1
比去年增长百分之十点二九,1
中国进出口银行与中国银行今天签署了《出口卖方信贷委托代理协议》,1
两行间互利互补的合作关系由此进入了一个新的阶段,1
中国进出口银行是一九九四年成立的一家政策性银行,1
其主要任务是为中国机电产品和成套设备等资本性货物出口提供政策性金融支持,1
中国银行是中国四大国有商业银行之一,1
也是中国的主要外汇银行,1
它在海内外拥有较为发达的分支机构网络,1
由于机电产品出口企业分布在全国各地,1
而进出口银行在各地的分支机构数量有限,1
加之缺少结算等手段,1
这在一定程度上影响和制约了银行为企业提供优质高效服务能力的发挥,1
也给政策性银行加强信贷资产管理构成了困难,1
借助商业银行遍布全国的营业性分支机构网络和优势,1
将政策性金融业务委托给商业银行代理,0
是缓解上述问题的一条有效途径,1
有鉴于此,0
中国进出口银行在成立之初即开始了与国有商业银行的合作,1
并最先与中国银行签署了《委托代理协议》,1
三年来两行间的委托代理业务开展顺利,1
在中国进出口银行累计为出口企业提供的三百二十六亿元人民币出口卖方信贷中,0
近百分之七十的贷款是通过中国银行总行及其分支机构拨付到企业的,1
仅今年前十一个月,0
中国进出口银行就与中国银行系统的十七家分行签订了二十四份项目委托代理协议,1
协议总金额达十四亿元人民币,1
两个银行的负责人在今天的签字仪式上一致表示,0
这次委托代理协议的改进和续签,1
将进一步促进政策性银行与商业银行的联系与合作,1
有利于充分发挥两行各自的优势,1
共同推动中国的外贸事业,1
特别是机电产品的出口,1
长江三峡工程二期工程最大标段泄洪大坝及相关工程保险合同,0
今天由中国长江三峡工程开发总公司与中保财产保险公司在三峡工程工地签定,1
保险金额达四十点二亿元,1
是中国保险史上最大的一份水利水电建筑安装工程保险合同,1
作为三峡工程主承保商,0
中保财产保险公司把自身发展与三峡风险管理需要结合起来,1
组建了服务三峡工程的专业机构,1
采取多种形式为三峡工程服务,1
截止到目前,0
中保财产保险公司已为三峡工程一百三十四个工程项目、近百亿元工程投资提供保险服务,1
承保了西陵长江大桥、永久性船闸、一期土石围堰及导流明渠、对外专用公路、二期围堰、二期工程泄洪大坝和挡水大坝等大型项目,1
对发生的灾害事故及时进行补偿,1
据介绍,0
三峡工程二期工程主要包括泄洪大坝、厂房大坝及厂房等标段,1
三峡开发总公司在积极作好风险防范的同时,1
也十分注重向保险公司分散风险,1
根据今天签定的泄洪大坝及相关工程保险协议,0
若工程发生保险责任范围内的自然灾害或意外事故造成的经济损失,1
中保财产保险公司将按规定进行赔偿,1
今年以来,0
企业欠缴国家工商税款持续增加,1
直接危及到国家财政的平衡,1
对此,0
国家税务总局副局长卢仁法在接受记者采访时强调,0
依法纳税是每个纳税人应尽的义务,1
对那些没有任何正当理由长期欠缴国家税款的企业,0
税务部门将依照《征管法》的有关规定,1
对其采取税收保全措施,1
同时将阻止欠缴税款的纳税人出境,1
据卢仁法介绍,0
经过全国税务系统八十万干部的努力,0
今年全国工商税收收入任务已提前十一天超额完成,1
总体情况比较好,1
但企业欠缴税款的情况比较严重,1
尤其是企业欠缴增值税和消费税这“两税”的问题突出，严重影响了今年“两税”任务的完成,1
到十一月底,0
全国企业欠缴的工商税款累计达到了四百一十九亿元,1
其中欠缴国内增值税和消费税就达三百零七亿元,1
卢仁法要求各级税务部门必须严格执行《中华人民共和国税收征收管理法》的有关规定,1
对企业欠税一律加征滞纳金,1
对有特殊困难需要缓缴税款的企业,0
要依法从严审批,1
并在缓缴期满后即将税款补缴入库,1
绝不允许以困难为由长期拖欠国家税款,1
要将清理欠税与税收返还、出口退税、期初存货已征税款的抵扣等工作紧密结合起来,1
卢仁法特别强调,0
为保证税法的严肃性,1
对那些长期欠缴税款的企业,0
要依照《征管法》的规定,1
阻止企业领导人出境,1
同时要采取税收保全措施,1
即通知企业开户银行或其他金融机构暂停支付其相当于欠税额的存款；对那些没有正当理由,0
长期欠缴国家税款的纳税人,0
则要对其采取暂时扣押、查封其商品和财产的措施,1
在限期期满后仍没有缴纳税款的,0
要依法拍卖,1
据国家科委最近公布的全国科技进步统计监测综合评价结果表明,0
广东的科技综合实力排在上海、北京之后居全国第三位,1
科技产出指标居全国第一位,1
今年广东省专利申请量继续居全国各省市之首,1
从九十年代初,0
广东就把依靠科技进步作为推动全省经济发展的重要措施,1
并为此先后制定和颁发了四十多个保障科技发展的地方性科技政策法规和规章等,1
使全省在科技计划和项目管理、科技条件和经费管理、科技成果和奖励管理、科技机构和科技人员管理、技术市场和专利管理等方面,0
都有了一套比较完整的管理办法,1
广东省各级政府近几年不断加强对科技的投入,1
初步建立起多层次、多渠道的科技投入新体系,1
广东省建立了自然科学基金,1
每年投入在一亿元以上；省级用于新产品开发等科技三项经费每年以百分之十的速度增长,1
高于全省财政收入的增长速度,1
近年来,0
该省又建立了成果转化科技风险资金、科技创业投资资金和高新技术产业发展资金,1
一些市、县还设立科技发展基金等,1
这些基金和资金的投入,0
有力地支持了省重点实验室和各工程技术研究开发中心的建设,1
促进了科技成果的产业化,1
近年来,0
广东省以珠江三角洲为龙头,1
以电子信息、生物技术、新材料、机电一体化等七大高新技术领域为重点,1
大力推进高新技术产业的发展,1
这几年,0
全省共实施火炬计划项目七百八十四项,1
经省认定的高新技术企业达五百六十九家,1
在国家科委公布的第一、二批国家重点高新技术企业中,0
广东占了百分之二十,1
目前,0
广东已建立广州、中山、深圳等六个国家级的高新技术产业开发区和三个省级高新区,1
入区企业达二千五百八十家,1
其中高新技术企业三百一十五家,1
据统计,0
今年全省高新区的技工贸总收入、完成的工业总产值均比去年有较大幅度增长,1
记者从天津海关了解到,0
近日通用半导体（中国）有限公司等二十家外商投资企业通过天津海关的考核,1
成为享受海关优惠政策的保税工厂,1
至此,0
天津经济技术开发区已有九十九家外商投资企业成为保税工厂,1
据介绍,0
近年来天津海关积极与国际惯例接轨,1
从加强对企业宏观管理,0
优化通关环境,0
促进企业提高贸易效率出发,1
大力推广保税工程制度,1
经济技术开发区做为当地新的经济增长点,1
加工贸易发展迅速,1
目前已有二百二十家从事加工贸易的外资企业,1
保税工厂已占到企业总数的百分之四十一,1
逐步形成了涉及电子、化工、纺织、通讯以及汽车等行业的保税工厂体系,1
摩托罗拉、三星电子、雅马哈等都是其中的一员,1
据天津开发区海关官员介绍,0
保税工厂降低了贸易成本,1
提高了贸易效益,1
通用半导体（中国）有限公司成为保税工厂后,1
每天减少流动资金占用五十万美元,1
该公司介绍,0
在未来的五年内他们将追加投资九千万美元,1
届时,0
预计年产值可达三亿美元,1
中国企业状告美国第一国民银行赔偿一案,1
经上海市“段和段律师事务所”一年多的艰难诉讼,0
最近在美国新墨西哥州联邦地方法院达成调解协议,1
美国第一国民银行共赔偿三家中国企业一百八十五万五千美元,1
上海家用纺织品进出口公司一九九三年起与美国新墨西哥州商业资源公司建立贸易关系,1
双方同意采用银行托收的方式付款承兑商业票据,1
但美国第一国民银行私下一直将中国寄来的快件（其中包括提单等商业票据）无偿地递送给ＣＲ公司,1
ＣＲ公司在凭提单拿到货物后,0
拖延付货款或不付款,1
拖欠货款最高达一百八十五万美元,1
去年四月,0
ＣＲ公司开始了其破产程序,1
其所有资产的偿债率仅为百分之五,1
上海荣恒国际贸易进出口公司、浙江省嘉兴天发丝绸进出口公司与上述情况相似,1
因此,0
这三家企业聘请上海“段和段律师事务所”全权代理在美国的起诉、索赔等法律事务,1
经过一段时间的准备,0
留美硕士段祺华律师与新墨西哥州当地的律师正式向美国新墨西哥州联邦地方法院递交了状告美国第一国民银行的诉状,1
在庭审中,0
对方律师竟对中方托收银行寄送托受文件的事实全盘否认,1
段祺华律师和他的同事们为此又进行了艰苦的调查取证,1
终于取得了文件送递的快件号码和第一国民银行签收的证据,1
今年九月初,1
美国新墨西哥州联邦地方法院作出判决：原告提出的诉讼请求,0
事实清楚,1
证据充分；被告第一国民银行明显违反了美国商法典第四章和国际商会的第三二二条款,1
并确定该银行对上海家用纺织品进出口公司共三十一笔托收单据的款项承担全部责任,1
索赔一百八十五万美元,1
最终双方以一百七十万美元达成协议,1
同时,0
被告还以十五万五千美元的赔偿总额与上海荣恒国际贸易进出口公司以及浙江省嘉兴天发丝绸进出口公司达成调解协议,1
最近,0
“段和段律师事务所”已将总共一百八十五万五千美元的赔款,0
汇给这三家企业,1
据了解,0
